#n_clusters: 0, n_segment_len: 0
1.314461959650229661e-01,1.095193642497309557e-02
6.566430705202984663e-01,2.472285099641934325e-01
#n_clusters: 2, n_segment_len: 2
5.521916807867534027e-01,2.811874769913377814e-01
3.023949899194058877e-01,8.364514569846742686e-02
1.375796859069800870e+00,8.217061061507043018e-02
7.374054316301729139e-01,7.464846364174211601e-02
2.910455999023576767e-01,3.735140805891543764e-02
8.405891013337355444e-01,1.025590668502820713e-01
2.337067098798403797e-01,7.581156343171670253e-02
1.961561058315222539e+00,1.098233749742099974e+00
2.092200352215972947e-01,2.702517033978545438e-02
8.293123878919336223e-01,2.888928264870340157e-01
#n_clusters: 2, n_segment_len: 3
7.086984521355728095e-01,2.368825568345125920e-01
3.963906465823820446e-01,1.033926757528469687e-01
1.503217494500820983e+00,1.157325889511000849e-01
8.327118697794354540e-01,7.534287929642491388e-02
4.136649034653020474e-01,3.002409439781647191e-02
9.177708280859714352e-01,1.067359364845072711e-01
3.943816771977152746e-01,1.494255864728782912e-02
2.448356736193408434e+00,1.491465168899223537e+00
3.972895749953742617e-01,6.906546352156443802e-02
9.524591787027463230e-01,2.666396613254222725e-01
#n_clusters: 3, n_segment_len: 0
3.300203624655462797e-01,2.071127987536313664e-01
1.734334484833481016e-01,7.621827195847051539e-02
7.817949598583870952e-01,5.424695063156043801e-02
4.482777394674545834e-01,7.775230826352037827e-02
1.699097641851982365e-01,2.594143365540269031e-02
4.881717768678554559e-01,4.056343864979437830e-02
1.556201877208794881e-01,5.803920163669479965e-02
1.453849217173641906e+00,9.068631561474285174e-01
1.044687635582734891e-01,1.911320929590764120e-02
4.993996945742303351e-01,1.790725714748903075e-01
#n_clusters: 3, n_segment_len: 1
4.183099249386724172e-01,2.532528628350710909e-01
2.058639286274624447e-01,7.951599039935748625e-02
1.084501632881429201e+00,7.496076669803217185e-02
5.658877551582680576e-01,8.556640937487554333e-02
2.045384863717335799e-01,3.441975475772493520e-02
6.174797103316042035e-01,7.397166833278626119e-02
1.717666967318354776e-01,6.256577425155318561e-02
1.771615761190692639e+00,1.074714981193073848e+00
1.247381987184698476e-01,1.918384621167509851e-02
6.442407993995600268e-01,2.439880206766269211e-01
#n_clusters: 3, n_segment_len: 2
5.450620259729183070e-01,2.793470640057585386e-01
3.013456709120541088e-01,7.579302100710350043e-02
1.369243725267053069e+00,8.461985631961121967e-02
7.360434236502692018e-01,7.541311360421162902e-02
2.848928965195373086e-01,3.433702680069155438e-02
8.388014218483289541e-01,1.054245043562871131e-01
2.272238298821221969e-01,7.524214473154701432e-02
1.938973464615178166e+00,1.093628643271846723e+00
2.068450351036865698e-01,3.276280303614059058e-02
8.249769027494503471e-01,2.894003778069234589e-01
#n_clusters: 3, n_segment_len: 3
6.809454211498304765e-01,2.440483488796736378e-01
4.015836887086542406e-01,1.015141998942020868e-01
1.496248406844374657e+00,1.161770222768367944e-01
8.281130551098039305e-01,7.950174869307244374e-02
4.019638417564710409e-01,3.036135181982165671e-02
9.208170121597335500e-01,1.018843133061166223e-01
4.016546305885232426e-01,1.253907920512747909e-02
2.354634842937538775e+00,1.416040323790077382e+00
3.827546453333871557e-01,5.098201877493554329e-02
9.432442799433184977e-01,2.726247651409104411e-01
